gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	updown	symbol	genename	ensembl	refseq	entrezid	GO	degree	betweenness	rank
FBgn0000337	75.466972396837	-1.23531473104937	0.333854310998744	-3.7001610892903	0.000215462652627534	0.0128145667963639	-1	cn	cinnabar	FBgn0000337	NM_078927	35724	GO:0004502|GO:0004502|GO:0004502|GO:0005741|GO:0005741|GO:0006569|GO:0006569|GO:0006727|GO:0016174|GO:0019674|GO:0019674|GO:0019805|GO:0048072|GO:0050660|GO:0070189|GO:0070189|GO:0071949|GO:1901216	15	3.64533746005325	16.75
FBgn0000451	38.285772113839	1.19654287228336	0.352198673506605	3.39735201263022	0.000680413790032855	0.0272714918452299	1	ect	ectodermal	FBgn0000451	NM_001274748	44135	GO:0003674|GO:0005575|GO:0035295|GO:0042335	45	21.4115729896669	50
FBgn0000658	68.2843227547382	1.06079524302236	0.291579526623802	3.63809920163224	0.000274657639458215	0.015209152834748	1	fj	four-jointed	FBgn0000658	NM_058135	37089	GO:0001736|GO:0001736|GO:0001737|GO:0004672|GO:0005615|GO:0005737|GO:0005886|GO:0006468|GO:0007267|GO:0007267|GO:0007267|GO:0007267|GO:0007446|GO:0007474|GO:0016348|GO:0017147|GO:0035159|GO:0043393|GO:0090175|GO:0090175	37	3.20473122389666	27.75
FBgn0001311	155.237643613636	2.6953256196281	0.805550326638227	3.34594317759935	0.000820031985280693	0.0309929863895474	1	kkv	krotzkopf verkehrt	FBgn0001311	NM_079509	45884	GO:0001838|GO:0004100|GO:0004100|GO:0005737|GO:0006031|GO:0006035|GO:0006035|GO:0006038|GO:0007424|GO:0007443|GO:0008362|GO:0009611|GO:0016021|GO:0030428|GO:0035002|GO:0035149|GO:0035149|GO:0035158|GO:0035159|GO:0045177|GO:0060439|GO:0071944	46	25.549398584972	54
FBgn0031940	344.108451956314	4.66583230553889	0.888177336683014	5.25326656381923	1.49425028243602e-07	5.35807746675829e-05	1	CG7214	uncharacterized protein	FBgn0031940	NM_135297	34053	NA	38	3.89817288966394	31.75
FBgn0031942	7077.18852189465	2.62549501097296	0.669108750142232	3.92386889338222	8.7138169198655e-05	0.00677639570909674	1	CG7203	uncharacterized protein	FBgn0031942	NM_001298784	34055	NA	42	10.252957235844	43.75
FBgn0033308	558.685179464727	4.49701723161177	0.929019049714373	4.84060820173104	1.29442353645431e-06	0.000269989046823954	1	CG8736	uncharacterized protein	FBgn0033308	NM_136550	35841	GO:0042302	33	23.1878636560015	37.75
FBgn0033702	116.333976742132	1.0243695665768	0.198248407437605	5.16710111227099	2.37752658202161e-07	7.48398977257826e-05	1	CG8854	uncharacterized protein	FBgn0033702	NM_001273985	36324	GO:0003674|GO:0005575|GO:0008150	40	5.88908644518826	37.25
FBgn0033728	548.450534126061	1.27103692476258	0.292942884419079	4.33885577143515	1.4322647628922e-05	0.00179464165338706	1	Cpr49Ae	Cuticular protein 49Ae	FBgn0033728	NM_136930	36351	GO:0008010|GO:0008010|GO:0040003|GO:0062129|GO:0062129	48	92.1755887637477	67.25
FBgn0034098	57.0189787059684	-1.20841836385795	0.253250400299402	-4.77163456574722	1.82736829624355e-06	0.000343513723806339	-1	krimp	krimper	FBgn0034098	NM_137259	36804	GO:0007310|GO:0007319|GO:0030717|GO:0030719|GO:0034587|GO:0043186|GO:0043186|GO:0046872|GO:0048471	42	10.1602270796794	43.25
FBgn0034253	522.952973965018	1.0263106516052	0.236948054919356	4.33137403028904	1.48181715560786e-05	0.00183646997326846	1	CG10936	uncharacterized protein	FBgn0034253	NM_137395	37000	NA	43	17.0052146817332	46.5
FBgn0034670	15.0501949996214	-1.90726759600031	0.574161518925566	-3.32183111046765	0.000894288062022433	0.0320602270235042	-1	CG13488	uncharacterized protein	FBgn0034670	NM_001259523	37496	NA	19	14.3377975979416	28
FBgn0034840	9.0036447091782	-5.12224346057738	1.52988531188899	-3.34812251661715	0.000813610347870034	0.0308836916165019	-1	CG3124	uncharacterized protein	FBgn0034840	NM_001299832	37688	NA	6	3.75550076202409	13.25
FBgn0035398	195.750023186702	1.39465588228128	0.319574137227316	4.36410747872645	1.2764281393415e-05	0.00163104767983578	1	Cht7	Chitinase 7	FBgn0035398	NM_139511	38370	GO:0004568|GO:0005576|GO:0005975|GO:0006032|GO:0006032|GO:0008061|GO:0018990|GO:0040003|GO:0042060	45	71.5858597215295	60.5
FBgn0035548	8.01997267916573	5.73771214153847	1.70936591365747	3.35663189238498	0.000788980797847082	0.0303260047340623	1	CG15023	uncharacterized protein	FBgn0035548	NM_001274487	38550	NA	15	23.0305401997136	28.75
FBgn0035918	37.6627463096075	1.11390580956199	0.335814460521939	3.31702752713718	0.000909806521104247	0.0325262131893945	1	Cdc6	Cdc6	FBgn0035918	NM_139990	38989	GO:0003688|GO:0005634|GO:0005634|GO:0006270|GO:0033314|GO:0051301	29	0.108386453656788	16.75
FBgn0035969	152.54151726702	1.05010290435656	0.155549006321692	6.75094575779444	1.46884509825329e-11	1.8956914838057e-08	1	CG4476	uncharacterized protein	FBgn0035969	NM_140036	39056	GO:0003333|GO:0005326|GO:0005416|GO:0005886|GO:0005887|GO:0006836|GO:0007632|GO:0015179|GO:0016021|GO:0035725	20	153.262040146061	46.25
FBgn0036617	47.7896769545576	-1.18679714413508	0.287142514010129	-4.13312932160654	3.57857236329203e-05	0.0034725605203494	-1	Cpr72Ea	Cuticular protein 72Ea	FBgn0036617	NM_140625	39814	GO:0008010|GO:0031012|GO:0040003|GO:0062129	35	12.7379626540826	35
