gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	updown	symbol	genename	ensembl	refseq	entrezid	GO	degree	betweenness	rank
FBgn0000003	1903.9180158774	1.58796985979209	0.2135313108047	7.43670730914249	1.03225917006983e-13	4.11006543066724e-11	1	7SLRNA:CR32864	Signal recognition particle 7SL RNA CR32864	FBgn0000003	NR_001992	3771948	GO:0005786|GO:0006614	724	320.356025757331	865.5
FBgn0000044	35923.2838907369	0.528078848211316	0.14896939871942	3.54488138336344	0.000392789804700553	0.00664360436607181	1	Act57B	Actin 57B	FBgn0000044	NM_079076	37368	GO:0000281|GO:0005886|GO:0050807	466	144.204435012409	409.75
FBgn0000045	3826.35150656988	0.514223318179785	0.18260691054601	2.81601236580923	0.00486237950974147	0.0373280744854149	1	Act79B	Actin 79B	FBgn0000045	NM_001275271	40444	GO:0000281	927	1028.51275918248	1579.25
FBgn0000046	4319.88134136862	0.399872878273512	0.137262472074909	2.91319886804374	0.00357746692397948	0.0302024313604961	1	Act87E	Actin 87E	FBgn0000046	NM_001300385	48632	GO:0000281|GO:0016573|GO:0035267|GO:0043486	623	312.835745909316	734.75
FBgn0000054	1719.20873617613	-0.171653634035582	0.0600702883719838	-2.85754636256482	0.00426930260045397	0.0341451497882127	-1	NA	NA	FBgn0000054	NA	NA	NA	554	618.478829336517	892.25
FBgn0000057	1187.91104585769	-0.232724177358579	0.0755410463616237	-3.08076454546977	0.0020646984922433	0.0206330162795944	-1	adp	adipose	FBgn0000057	NM_001299634	37073	GO:0003674|GO:0005737|GO:0005975|GO:0006629|GO:0006629|GO:0009269|GO:0010883|GO:0010891|GO:0045717|GO:0080008	899	866.129454088865	1484.75
FBgn0000092	479.922570581986	1.08029967205083	0.253461771426639	4.26217991758771	2.02442346769362e-05	0.000887613289466143	1	dyw	daywake	FBgn0000092	NM_130660	31252	GO:0005615|GO:0005615|GO:0007623|GO:0010841|GO:0032504	272	32.0771421677774	78.5
FBgn0000100	37747.00166535	-0.314319007948339	0.0988408548847523	-3.18005149100373	0.00147248885180058	0.0163718534073405	-1	RpLP0	Ribosomal protein LP0	FBgn0000100	NM_001275273	40451	GO:0000027|GO:0002181|GO:0002181|GO:0002181|GO:0003735|GO:0003735|GO:0003735|GO:0003735|GO:0022625|GO:0022625|GO:0022626|GO:0022626|GO:0052720|GO:0070180	743	595.106452398476	1095
FBgn0000121	399335.307401177	-0.323524149224005	0.0971407840358299	-3.3304667286263	0.000867005242729076	0.0115799829881095	-1	Arr2	Arrestin 2	FBgn0000121	NM_079252	38993	GO:0001664|GO:0002031|GO:0002032|GO:0002046|GO:0005515|GO:0005737|GO:0005737|GO:0007605|GO:0007608|GO:0016028|GO:0016029|GO:0016059|GO:0016059|GO:0016060|GO:0016060|GO:0016062|GO:0045494	822	601.753349848578	1231.5
FBgn0000221	246.719325695656	-0.535598427977019	0.151414618693041	-3.53729667980622	0.000404245297668611	0.00678284934539178	-1	brn	brainiac	FBgn0000221	NM_057553	31358	GO:0000139|GO:0001744|GO:0005795|GO:0006486|GO:0006688|GO:0007293|GO:0007298|GO:0007299|GO:0008194|GO:0016333|GO:0016757|GO:0030707|GO:0042248|GO:0046981	466	444.548953940385	729.25
FBgn0000250	7162.31910886118	0.325150842317963	0.105568545819441	3.07999735900581	0.00207002430499868	0.0206330162795944	1	cact	cactus	FBgn0000250	NM_001273567	34969	GO:0002789|GO:0005515|GO:0005737|GO:0005829|GO:0005829|GO:0007253|GO:0007253|GO:0007399|GO:0009950|GO:0009953|GO:0019730|GO:0031594|GO:0045611|GO:0045751|GO:0045751|GO:0045751|GO:0046843|GO:0048477|GO:0051059|GO:0051059|GO:0071212|GO:0071356	323	84.5058350368872	222.5
FBgn0000279	49.2085756956853	2.38533273487723	0.848962600869668	2.80970296269084	0.00495872420639998	0.0377924835471966	1	CecC	Cecropin C	FBgn0000279	NM_079852	43599	GO:0005576|GO:0005615|GO:0005615|GO:0006959|GO:0019731|GO:0019731|GO:0050829|GO:0050829|GO:0050830|GO:0050830|GO:0050830	1142	2041.4193318268	1942.75
FBgn0000286	3511.07726168602	-0.173146038810179	0.0481246675643282	-3.59786462064875	0.000320840534239734	0.0058089519756757	-1	Cf2	Chorion factor 2	FBgn0000286	NM_001273128	33692	GO:0000978|GO:0000981|GO:0001228|GO:0005515|GO:0005634|GO:0005829|GO:0006355|GO:0007527|GO:0009953|GO:0032968|GO:0043565|GO:0046843	397	76.4082642746922	238.25
