gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,updown,symbol,genename,ensembl,refseq,entrezid,GO,degree,betweenness,rank
FBgn0000075,352.550683004931,-0.491808132348471,0.118223887976682,-4.15997258054544,3.18285802913362e-05,0.00234254649946526,-1,amd,alpha methyl dopa-resistant,FBgn0000075,NM_057244,35188,GO:0004058|GO:0004058|GO:0005737|GO:0006520|GO:0006584|GO:0006584|GO:0016831|GO:0016831|GO:0016831|GO:0019239|GO:0030170|GO:0036468|GO:0040003|GO:0042335|GO:0042424,4,24,222.5
FBgn0000253,81676.369729766,0.40160039984322,0.0874935335668258,4.5900580702514,4.43122711603446e-06,0.000513905356921836,1,Cam,Calmodulin,FBgn0000253,NM_001259347,36329,GO:0005509|GO:0005509|GO:0005515|GO:0005654|GO:0005737|GO:0005813|GO:0005813|GO:0005814|GO:0005819|GO:0005829|GO:0005886|GO:0006468|GO:0007099|GO:0007605|GO:0007608|GO:0007608|GO:0016028|GO:0016028|GO:0016056|GO:0016059|GO:0016060|GO:0016061|GO:0016062|GO:0019722|GO:0030048|GO:0030234|GO:0030496|GO:0031475|GO:0031476|GO:0031477|GO:0031489|GO:0032036|GO:0035071|GO:0042052|GO:0046716|GO:0051383|GO:0070855|GO:0071361|GO:0072499|GO:0072686|GO:0097431|GO:2001259,2,9,192.25
FBgn0000337,52.1676891586617,-1.74677288260665,0.271063774233714,-6.44413989860766,1.16257811651472e-10,1.22642303141333e-07,-1,cn,cinnabar,FBgn0000337,NM_078927,35724,GO:0004502|GO:0004502|GO:0004502|GO:0005741|GO:0005741|GO:0006569|GO:0006569|GO:0006727|GO:0016174|GO:0019674|GO:0019674|GO:0019805|GO:0048072|GO:0050660|GO:0070189|GO:0070189|GO:0071949|GO:1901216,1,0,83
FBgn0000370,31800.1301397348,-0.281760317746057,0.063888872574344,-4.41016262132641,1.03293019348077e-05,0.000990595706005537,-1,crc,cryptocephal,FBgn0000370,NM_001273743,47767,GO:0000977|GO:0000978|GO:0001228|GO:0003713|GO:0003713|GO:0005634|GO:0005634|GO:0005991|GO:0006357|GO:0006487|GO:0006641|GO:0007552|GO:0007591|GO:0030176|GO:0035073|GO:0035074|GO:0036499|GO:0042594|GO:0045944|GO:0046330|GO:0061629,2,1,181.25
FBgn0000422,7226.82501864307,0.6461947945739,0.188689231734409,3.42465115064678,0.000615589306937632,0.0197284684468949,1,Ddc,Dopa decarboxylase,FBgn0000422,NM_078876,35190,GO:0004058|GO:0004058|GO:0004058|GO:0005737|GO:0006584|GO:0006585|GO:0006587|GO:0007615|GO:0007616|GO:0009611|GO:0016831|GO:0030170|GO:0035220|GO:0036467|GO:0036468|GO:0040040|GO:0042427|GO:0042542|GO:0043052|GO:0048082|GO:0048082|GO:0048085,1,0,83
FBgn0000592,5222.13409508623,-0.943965967972989,0.245353853940703,-3.84736556125639,0.000119394754514545,0.00638320514896513,-1,Est-6,Esterase 6,FBgn0000592,NM_001274820,39392,GO:0005576|GO:0005615|GO:0007618|GO:0007619|GO:0017171|GO:0019953|GO:0030728|GO:0034338|GO:0042811|GO:0042811|GO:0046008|GO:0046662|GO:0046693|GO:0052689|GO:1901575,1,0,83
FBgn0001218,12644.4677671898,0.41720083165504,0.136265811426506,3.06166915448235,0.00220106587137703,0.0462845396441227,1,Hsc70-3,Heat shock 70-kDa protein cognate 3,FBgn0001218,NM_001298210,32133,GO:0005515|GO:0005524|GO:0005615|GO:0005634|GO:0005737|GO:0005783|GO:0005783|GO:0005788|GO:0012505|GO:0016020|GO:0016887|GO:0030431|GO:0030433|GO:0030968|GO:0031072|GO:0034620|GO:0034663|GO:0034663|GO:0034976|GO:0035194|GO:0036335|GO:0042026|GO:0044183|GO:0051082|GO:0051085|GO:0051787|GO:0140662,1,0,83
FBgn0001227,664.988265647409,0.738691524708724,0.141076675200879,5.23609961502781,1.64005458892153e-07,4.41733000875696e-05,1,Hsp67Ba,Heat shock gene 67Ba,FBgn0001227,NM_079274,39076,GO:0005575|GO:0005634|GO:0005737|GO:0009408|GO:0009408|GO:0042026|GO:0051082|GO:0051082|GO:0061077,1,0,83
FBgn0001229,995.715081510342,0.991732612959712,0.12007333655106,8.25939081436278,1.46417796099944e-16,6.1783429360973e-13,1,Hsp67Bc,Heat shock gene 67Bc,FBgn0001229,NM_079270,39071,GO:0005515|GO:0005634|GO:0005737|GO:0009408|GO:0009408|GO:0010506|GO:0010998|GO:0030018|GO:0042026|GO:0051082|GO:0051082|GO:0061077|GO:1903061,1,0,83
FBgn0001259,55.2252415076284,1.08847377673891,0.303039448506599,3.59185506079487,0.000328332451500345,0.0130293432712942,1,in,inturned,FBgn0001259,NM_176370,40246,GO:0001736|GO:0001737|GO:0005737|GO:0005886|GO:0005929|GO:0007399|GO:0016192|GO:0035316|GO:0060271,2,3,186.25
